Part Number,Description,Shipped,Pack,Piece Price,Total
607122100023,Pipe Tobacco Bag Cherokee 16OZ (C12) | Mellow Blue,4,1,10.5,42.0
,,,,,
607122100016,Pipe Tobacco Bag Cherokee 16OZ (C12) | Original Red,4,1,9.5,38.0
,,,,,
894945001426,Pipe Tobacco Bag Ohm 16OZ (C24) | Blue,12,1,9.5,114.0
,,,,,
894945001488,Pipe Tobacco Bag Ohm 16OZ (C24) | Menthol,12,1,9.5,114.0
,,,,,
894945001433,Pipe Tobacco Bag Ohm 16OZ (C24) | Silver,9,1,9.5,85.5
,,,,,
619682009968,Royal Blunts Ez Roll 25CT (C100) | Atomic Blast,1,25,6.5,6.5
,,,,,
619682010124,Royal Blunts Ez Roll 25CT (C100) | Blueberry,2,25,6.5,13.0
,,,,,
619682621320,Royal Blunts Ez Roll 25CT (C100) | Jamaica Rum,2,25,6.5,13.0
,,,,,
619682010360,Royal Blunts Ez Roll 25CT (C100) | Sour Apple,2,25,6.5,13.0
,,,,,
619682009906,Royal Blunts Ez Roll 25CT (C100) | Strawberry Banana,1,25,6.5,6.5
,,,,,
619682621221,Royal Blunts Ez Roll 25CT (C100) | Wet Mango,2,25,6.5,13.0
,,,,,
816568010234,Shargio Cigarette Tube 250CT 100Mm (C40) | Blue,20,10,2.59,51.8
,,,,,
816568010357,Shargio Cigarette Tube King Size 200CT (C40) | Blue + 50CT Free,20,20,2.19,43.8
,,,,,
858765004647,Show 5CT/$1 15CT (C24) | Blue Palma,1,15,7.9,7.9
,,,,,
817127029544,Show 5CT/$1 15CT (C24) | Green Sweet,1,15,7.9,7.9
,,,,,
025900287351,Swisher Sweets 2CT/$1.19 30CT/2PK (C24) | Blue Berry,1,30,20.5,20.5
,,,,,
025900329839,Swisher Sweets 2CT/$1.19 30CT/2PK (C24) | Diamond,1,30,20.5,20.5
,,,,,
025900284305,Swisher Sweets 2CT/$1.19 30CT/2PK (C24) | Peach,1,30,20.5,20.5
,,,,,
025900287337,Swisher Sweets 2CT/$1.19 30CT/2PK (C24) | Regular Sweet,9,30,20.5,184.5
,,,,,
025900294243,Swisher Sweets 2CT/$99C 30CT/2PK (C24) | Peach,1,30,16.5,16.5
,,,,,
025900336776,Swisher Sweets Blk 2CT/$1.49 15CT/2PK (C48) | Cocoa,2,15,13.25,26.5
,,,,,
025900325732,Swisher Sweets Blk 2CT/$1.49 15CT/2PK (C48) | Grape,2,15,13.25,26.5
,,,,,
025900325718,Swisher Sweets Blk 2CT/$1.49 15CT/2PK (C48) | Smooth,8,15,13.25,106.0
,,,,,
025900297695,Swisher Sweets Blk 2CT/$1.49 15CT/2PK (C48) | Wine,1,15,13.25,13.25
,,,,,
025900336882,Swisher Sweets Blk 2CT/$1.49 30CT/2PK (C24) | Cherry,1,30,26.0,26.0
,,,,,
025900359522,Swisher Sweets Leaf 2CT/$2.49 10CT/3PK (C20) | Aromatic,11,10,14.5,159.5
,,,,,
025900359546,Swisher Sweets Leaf 2CT/$2.49 10CT/3PK (C20) | Brandy,8,10,14.5,116.0
,,,,,
025900359515,Swisher Sweets Leaf 2CT/$2.49 10CT/3PK (C20) | Honey,18,10,14.5,261.0
,,,,,
025900359553,Swisher Sweets Leaf 2CT/$2.49 10CT/3PK (C20) | Irish Cream,35,10,14.5,507.5
,,,,,
025900359508,Swisher Sweets Leaf 2CT/$2.49 10CT/3PK (C20) | Original,27,10,14.5,391.5
,,,,,
025900240868,Swisher Sweets Mini Foil 3 For 2 15CT/3PK (C24) | Blue Berry,1,15,15.0,15.0
,,,,,
025900240929,Swisher Sweets Mini Foil 3 For 2 15CT/3PK (C24) | Island Bash,1,15,15.0,15.0
,,,,,
025900240806,Swisher Sweets Mini Foil 3 For 2 15CT/3PK (C24) | Reg,1,15,15.0,15.0
,,,,,
844504002968,Tob American Club 16OZ (C20) | Classic,2,1,9.5,19.0
,,,,,
071610341685,Tob Backwood True Wraps 16CT/5PK (C15) | Aromatic,2,16,58.0,116.0
,,,,,
817127027953,Tob Big Dog Broad Leaf Pp $1.99 20/2PK (C24) | Aromatic,4,20,20.0,80.0
,,,,,
817127028028,Tob Big Dog Broad Leaf Pp $1.99 20/2PK (C24) | Platinum Dark Leaf,5,20,20.0,100.0
,,,,,
817127028035,Tob Big Dog Broad Leaf Pp $1.99 20/2PK (C24) | Russian Cream,5,20,20.0,100.0
,,,,,
817127028011,Tob Big Dog Broad Leaf Pp $1.99 20/2PK (C24) | Vanilla,3,20,20.0,60.0
,,,,,
750122786671,Tob Fronto King Dark Crush 12G 1CT Bottle (C24),48,1,2.0,96.0
,,,,,
035106057146,Tob L/L Beechnut $4.29 12CT 3OZ  (C12),1,12,31.0,31.0
,,,,,
070195596602,Tob L/L Big Duke 3OZ Pouches $1.99 (C12) | Regular,56,12,15.99,895.44
,,,,,
070195596169,Tob L/L Big Duke 6CT-16OZ Pre-Priced $9.99 (C4) | Original,6,6,40.0,240.0
,,,,,
033300270521,Tob L/L Bowie Pre-Priced $2.19 12CT (C12),48,12,18.0,864.0
,,,,,
033300270538,Tob L/L Chattanooga $2.19 12CT 3OZ (C12),30,12,18.0,540.0
,,,,,
033300635870,Tob L/L Chewing Tobacco Starr $2.19 Per Pouch 12CT (C12) | Peach,21,12,18.0,378.0
,,,,,
033300635849,Tob L/L Chewing Tobacco Starr $2.19 Per Pouch 12CT (C12) | Regular,68,12,18.0,1224.0
,,,,,
033300632541,Tob L/L Lancaster B1G1 (C12),12,6,35.99,431.88
,,,,,
042100007725,Tob L/L Levi Garret Reg 3OZ (C12),6,12,206.0,1236.0
,,,,,
070195594196,Tob L/L Redman America'S Best Chew 6CT (C12) | Golden Blend,24,6,46.0,1104.0
,,,,,
070195594202,Tob L/L Redman America'S Best Chew 6CT (C12) | Original Blend,48,6,46.0,2208.0
,,,,,
799953001119,Tob L/L Stoker 16OZ - 6CT (C4) | Classic,1,6,74.0,74.0
,,,,,
799953039327,Tob L/L Stoker 3OZ Pouches Supreme $1.99 (C12) Red,87,12,16.0,1392.0
,,,,,
860010326299,Tob Lil Leaf  3/$2.99 10/3PK (C30) | Mango,4,10,15.5,62.0
,,,,,
860010326268,Tob Lil Leaf  3/$2.99 10/3PK (C30) | Original,6,10,15.5,93.0
,,,,,
850059190036,Tob Lil Leaf  3/$2.99 10/3PK (C30) | White Rum,2,10,15.5,31.0
,,,,,
762446414000,Tob Longhorn Tub 14.4OZ 1CT (C8) | Finecut Natural,18,1,14.5,261.0
,,,,,
762446444007,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Mint,4,1,14.5,58.0
,,,,,
762446454006,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Natural,6,1,14.5,87.0
,,,,,
762446424009,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Straight,46,1,14.5,667.0
,,,,,
762446404001,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Wintergreen,45,1,14.5,652.5
,,,,,
742978846173,Tob Loose Leaf Wrap 5/8PK 40CT (C40) | Sweet Aromatic,1,8,22.0,22.0
,,,,,
658238735616,Tob Loose Leaf Wrap 5/8PK 40CT (C40) | Watermelon Dream,1,8,22.0,22.0
,,,,,
796559467196,Tob Slapwoods Wraps 10CT (C20) | Bloodshot,2,10,32.0,64.0
,,,,,
796559467103,Tob Slapwoods Wraps 10CT (C20) | Dark Edition,5,10,32.0,160.0
,,,,,
738607282948,Tob Slapwoods Wraps 10CT (C20) | Russian Cream,3,10,32.0,96.0
,,,,,
073100014611,Tob Snuff Copenhagen 5CT Can (C18) | Long Cut,3,5,26.0,78.0
,,,,,
073100014772,Tob Snuff Copenhagen 5CT Can (C18) | Pouches Regular,4,5,26.0,104.0
,,,,,
073100010897,Tob Snuff Copenhagen 5CT Can (C18) | Regular Snuff,3,5,26.0,78.0
,,,,,
42100001365,Tob Snuff Dental Scotch Yellow 12CT (C12),6,12,179.99,1079.94
,,,,,
42100001761,Tob Snuff Dental Sweet 12CT   (C12),7,12,180.5,1263.5
,,,,,
033300616770,Tob Snuff Kayak 10CT Can (C18) | Long Cut Apple,18,10,21.0,378.0
,,,,,
033300616688,Tob Snuff Kayak 10CT Can (C18) | Long Cut Grape,4,10,21.0,84.0
,,,,,
033300616947,Tob Snuff Kayak 10CT Can (C18) | Long Cut Straight,36,10,21.0,756.0
,,,,,
033300616930,Tob Snuff Kayak 10CT Can (C18) | Long Cut Wintergreen,18,10,21.0,378.0
,,,,,
033300518142,Tob Snuff Navy Sweet Tc (C12),78,1,37.0,2886.0
,,,,,
042100001266,Tob Snuff Peach Sweet 12CT (C12),6,12,182.99,1097.94
,,,,,
073100010934,Tob Snuff Skoal 5CT Can (C18) | Fine Cut Wintergreen,18,5,26.5,477.0
,,,,,
073100011030,Tob Snuff Skoal 5CT Can (C18) | Long Cut Cherry,2,5,26.5,53.0
,,,,,
073100010972,Tob Snuff Skoal 5CT Can (C18) | Long Cut Mint,4,5,26.5,106.0
,,,,,
073100019067,Tob Snuff Skoal 5CT Can (C18) | Long Cut Peach,2,5,26.5,53.0
,,,,,
073100010958,Tob Snuff Skoal 5CT Can (C18) | Long Cut Wintergreen,4,5,26.5,106.0
,,,,,
033300518203,Tob Snuff Square Sweet Tc 1CT  (C12),60,1,37.0,2220.0
,,,,,
799953209300,Tob Snuff Stoker Tub 12OZ 1CT (C12) | Fine Cut Natural,24,1,14.0,336.0
,,,,,
799953221203,Tob Snuff Stoker Tub 12OZ 1CT (C12) | Longcut Mint,24,1,14.0,336.0
,,,,,
799953231202,Tob Snuff Stoker Tub 12OZ 1CT (C12) | Longcut Straight,24,1,14.0,336.0
,,,,,
040835640750,Tob Up Leef Grabba Whole Leaf 5OZ 6CT  (C24),3,6,14.0,42.0
,,,,,
787269093218,Tob Up Leef Red Rose Blend 12G 1CT Bottle  (C24),48,1,1.89,90.72
,,,,,
784762071613,Tob Zig Zag Wrap 2F99 25CT (C25) | Apple,1,25,13.0,13.0
,,,,,
784762071743,Tob Zig Zag Wrap 2F99 25CT (C25) | Pineapple,1,25,13.0,13.0
,,,,,
784762071668,Tob Zig Zag Wrap 2F99 25CT (C25) | Strawberry,1,25,13.0,13.0
,,,,,
784762078513,Tob Zig Zag Wrap Rillo 4F99 15CT (C24) | Blue,1,15,9.75,9.75
,,,,,
784762078216,Tob Zig Zag Wrap Rillo 4F99 15CT (C24) | Blueberry,4,15,9.75,39.0
,,,,,
784762077325,Tob Zig Zag Wrap Rillo 4F99 15CT (C24) | Daimond,2,,9.75,19.5
,,,,,
784762078117,Tob Zig Zag Wrap Rillo 4F99 15CT (C24) | Grape,1,15,9.75,9.75
,,,,,
784762078810,Tob Zig Zag Wrap Rillo 4F99 15CT (C24) | Green,3,15,9.75,29.25
,,,,,
784762078612,Tob Zig Zag Wrap Rillo 4F99 15CT (C24) | Pink,3,15,9.75,29.25
,,,,,
031700237724,White Owl 2CT/$1.19 30CT/2PK (C12) | Platinum,5,30,20.5,102.5
,,,,,
031700237700,White Owl 2CT/$1.19 30CT/2PK (C12) | Silver,3,30,20.5,61.5
,,,,,
031700237694,White Owl 2CT/$1.19 30CT/2PK (C12) | Sweets,3,30,20.5,61.5
,,,,,
031700238394,White Owl 2CT/$1.19 30CT/2PK (C12) | Triple Grape,1,30,20.5,20.5
,,,,,
031700237847,White Owl 2CT/$1.19 30CT/2PK (C12) | Tropical Twist,1,30,20.5,20.5
,,,,,
031700237717,White Owl 2CT/$1.19 30CT/2PK (C12) | White Grape,3,30,20.5,61.5
,,,,,
,,,,,
070137505297,Black N Mild 10CT/5PK Wood Tip (C30) | Wine,6,10,49.6,297.6
,,,,,
070137511229,Black N Mild 25CT Wood Tip (C30) | Jazz,5,25,24.8,124.0
,,,,,
070137515630,Black N Mild 25CT Wood Tip Nice Price (C30) | Sweet,10,25,21.0,210.0
,,,,,
070137839750,Black N Mild 5 For 4 (C30) | Wine,21,10,35.5,745.5
,,,,,
070137514237,Black N Mild 99C 25CT (C30) | Sweets,10,25,18.0,180.0
,,,,,
751667067546,Djarum 10PKct/12CT (C40) | Cherry/Ruby,3,10,44.25,132.75
,,,,,
071610499508,Dutch Master Cigarillo 20CT (C16) | Palma,15,20,33.5,502.5
,,,,,
031700237953,Game 2 For $1.29 30CT (C12) | Blue,12,30,22.0,264.0
,,,,,
031700237991,Game 2 For $1.29 30CT (C12) | Diamond,12,30,22.0,264.0
,,,,,
031700239377,Game 2 For $1.29 30CT (C12) | Espresso Martini,5,30,22.0,110.0
,,,,,
031700238011,Game 2 For $1.29 30CT (C12) | Natural Silver,12,30,22.0,264.0
,,,,,
894945001426,Pipe Tobacco Bag Ohm 16OZ (C24) | Blue,15,1,10.0,150.0
,,,,,
894945001419,Pipe Tobacco Bag Ohm 16OZ (C24) | Bold,15,1,10.0,150.0
,,,,,
894945001488,Pipe Tobacco Bag Ohm 16OZ (C24) | Menthol,15,1,10.0,150.0
,,,,,
894945001433,Pipe Tobacco Bag Ohm 16OZ (C24) | Silver,15,1,10.0,150.0
,,,,,
894945001839,Pipe Tobacco Bag Ohm 16OZ (C24) | Turkish Red,10,1,10.0,100.0
,,,,,
894945001846,Pipe Tobacco Bag Ohm 16OZ (C24) | Yellow,10,1,10.0,100.0
,,,,,
025900336882,Swisher Sweets Blk 2CT/$1.49 30CT/2PK (C24) | Cherry,24,30,25.0,600.0
,,,,,
844504002975,Tob American Club 16OZ (C20) | Blue Light,20,1,10.0,200.0
,,,,,
844504002968,Tob American Club 16OZ (C20) | Classic,20,1,10.0,200.0
,,,,,
033300270521,Tob L/L Bowie Pre-Priced $2.19 12CT (C12),12,12,18.0,216.0
,,,,,
033300635849,Tob L/L Chewing Tobacco Starr $2.19 Per Pouch 12CT (C12) | Regular,12,12,18.0,216.0
,,,,,
070195594202,Tob L/L Redman America'S Best Chew 6CT (C12) | Original Blend,24,6,46.0,1104.0
,,,,,
799953010111,Tob L/L Stoker 16OZ - 6CT (C4) | Apple,1,6,74.0,74.0
,,,,,
762446414000,Tob Longhorn Tub 14.4OZ 1CT (C8) | Finecut Natural,16,1,14.5,232.0
,,,,,
762446444007,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Mint,16,1,14.5,232.0
,,,,,
762446424009,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Straight,32,1,14.5,464.0
,,,,,
762446404001,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Wintergreen,24,1,14.5,348.0
,,,,,
033300518142,Tob Snuff Navy Sweet Tc (C12),12,1,37.0,444.0
,,,,,
033300611171,Tob Snuff Square 12CT  2 (C12),2,12,126.0,252.0
,,,,,
033300518203,Tob Snuff Square Sweet Tc 1CT  (C12),12,1,37.0,444.0
,,,,,
799953221203,Tob Snuff Stoker Tub 12OZ 1CT (C12) | Longcut Mint,24,1,14.25,342.0
,,,,,
799953232209,Tob Snuff Stoker'S $2 Off Tub 12OZ 1CT (C12) | Longcut Straight,144,1,12.0,1728.0
,,,,,
033300611249,Tob Snuff Superior 12CT   2 (C12),2,12,126.0,252.0
,,,,,
033300611300,Tob Snuff Tops Sweet 12CT (C12),1,12,126.0,126.0
,,,,,
033300518302,Tob Snuff Tops Sweet Tc Blue    (C12),12,1,37.0,444.0
,,,,,
031700237779,White Owl 2CT/$1.19 30CT/2PK (C12) | Mango,5,30,20.5,102.5
,,,,,
031700237700,White Owl 2CT/$1.19 30CT/2PK (C12) | Silver,5,30,20.5,102.5
,,,,,
031700237847,White Owl 2CT/$1.19 30CT/2PK (C12) | Tropical Twist,5,30,20.5,102.5
,,,,,
031700237717,White Owl 2CT/$1.19 30CT/2PK (C12) | White Grape,5,30,20.5,102.5
,,,,,
,,,,,
842426165242,CGR 4 Kings 4 For $1.19 15CT (C24) | Blueberry Pineapple,24,15,8.65,207.6
,,,,,
842426165273,CGR 4 Kings 4 For $1.19 15CT (C24) | Diamond,24,15,8.65,207.6
,,,,,
842426165303,CGR 4 Kings 4 For $1.19 15CT (C24) | French Vanilla,24,15,8.65,207.6
,,,,,
842426165365,CGR 4 Kings 4 For $1.19 15CT (C24) | Kiwi Berry,24,15,8.65,207.6
,,,,,
842426165396,CGR 4 Kings 4 For $1.19 15CT (C24) | Mango,24,15,8.65,207.6
,,,,,
842426165457,CGR 4 Kings 4 For $1.19 15CT (C24) | Napa Grape,24,15,8.65,207.6
,,,,,
842426165488,CGR 4 Kings 4 For $1.19 15CT (C24) | Sweet Delicious,24,15,8.65,207.6
,,,,,
842426165518,CGR 4 Kings 4 For $1.19 15CT (C24) | Watermelon,24,15,8.65,207.6
,,,,,
842426165570,CGR 4 Kings 4 For $1.19 15CT (C24) | White Grape,24,15,8.65,207.6
,,,,,
031700237960,CGR Game 2 For $1.29 30CT (C12) | Black Cherry,12,30,22.0,264.0
,,,,,
031700238035,CGR Game 2 For $1.29 30CT (C12) | Black Sweets,24,30,22.0,528.0
,,,,,
031700237953,CGR Game 2 For $1.29 30CT (C12) | Blue,48,30,22.0,1056.0
,,,,,
031700237991,CGR Game 2 For $1.29 30CT (C12) | Diamond,36,30,22.0,792.0
,,,,,
031700237939,CGR Game 2 For $1.29 30CT (C12) | Grape,12,30,22.0,264.0
,,,,,
031700237946,CGR Game 2 For $1.29 30CT (C12) | Green,24,30,22.0,528.0
,,,,,
031700238011,CGR Game 2 For $1.29 30CT (C12) | Natural Silver,60,30,22.0,1320.0
,,,,,
031700239391,CGR Game 2 For $1.29 30CT (C12) | Summer Blend,24,,22.0,528.0
,,,,,
031700237922,CGR Game 2 For $1.29 30CT (C12) | White Grape,24,30,22.0,528.0
,,,,,
031700236864,CGR Game Mini 3CT/$1.29 15CT (C24) | Black Sweets,24,15,12.0,288.0
,,,,,
031700236628,CGR Game Mini 3CT/$1.29 15CT (C24) | Blue,24,15,12.0,288.0
,,,,,
031700236840,CGR Game Mini 3CT/$1.29 15CT (C24) | Diamond,24,15,12.0,288.0
,,,,,
031700236611,CGR Game Mini 3CT/$1.29 15CT (C24) | Red Sweets,24,15,12.0,288.0
,,,,,
842426166867,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Berry Fusion,24,15,10.0,240.0
,,,,,
842426166898,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Blue,24,15,10.0,240.0
,,,,,
842426166959,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Green Sweet,24,15,10.0,240.0
,,,,,
842426166980,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Honey,24,15,10.0,240.0
,,,,,
842426166836,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Honey Fusion,24,15,10.0,240.0
,,,,,
842426167017,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Kash,24,15,10.0,240.0
,,,,,
842426167079,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Pure Silver,24,15,10.0,240.0
,,,,,
842426167130,CGR Good Times #Hd 3CT/$1.29 15CT (C24) | Russian Cream,24,15,10.0,240.0
,,,,,
842426164078,CGR Good Times #Hd Palma $1.29 10CT (C24) | Blue,24,10,7.5,180.0
,,,,,
025900329839,CGR Swisher Sweets 2CT/$1.19 30CT/2PK (C24) | Diamond,24,30,22.0,528.0
,,,,,
025900336905,CGR Swisher Sweets Blk 2CT/$1.49 30CT/2PK (C24) | Berry,24,30,25.0,600.0
,,,,,
025900336882,CGR Swisher Sweets Blk 2CT/$1.49 30CT/2PK (C24) | Cherry,24,30,25.0,600.0
,,,,,
025900336875,CGR Swisher Sweets Blk 2CT/$1.49 30CT/2PK (C24) | Smooth,48,15,25.0,1200.0
,,,,,
025900336912,CGR Swisher Sweets Blk 2CT/$1.49 30CT/2PK (C24) | Wine,24,15,25.0,600.0
,,,,,
070195596602,Tob L/L Big Duke 3OZ Pouches $1.99 (C12) | Regular,60,12,15.99,959.4
,,,,,
070195596169,Tob L/L Big Duke 6CT-16OZ Pre-Priced $9.99 (C4) | Original,44,6,40.0,1760.0
,,,,,
033300635849,Tob L/L Chewing Tobacco Starr $2.19 Per Pouch 12CT (C12) | Regular,60,12,18.0,1080.0
,,,,,
070195594196,Tob L/L Redman America'S Best Chew 6CT (C12) | Golden Blend,24,6,46.0,1104.0
,,,,,
070195594202,Tob L/L Redman America'S Best Chew 6CT (C12) | Original Blend,48,6,46.0,2208.0
,,,,,
070195594400,Tob L/L Redman America'S Best Chew 6CT (C12) | Silver Blend,60,6,46.0,2760.0
,,,,,
762446404025,Tob Longhorn Tub 14.4OZ $2.50 Off (C8) | Longcut Wintergreen,72,5,11.99,863.28
,,,,,
762446444007,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Mint,24,1,14.5,348.0
,,,,,
762446424009,Tob Longhorn Tub 14.4OZ 1CT (C8) | Long Cut Straight,24,1,14.5,348.0
,,,,,
033300518104,Tob Snuff Honey Bee Sweet Tc 1CT (C12),48,1,37.0,1776.0
,,,,,
033300518142,Tob Snuff Navy Sweet Tc (C12),96,1,37.0,3552.0
,,,,,
033300518203,Tob Snuff Square Sweet Tc 1CT  (C12),108,1,37.0,3996.0
,,,,,
799953209300,Tob Snuff Stoker Tub 12OZ 1CT (C12) | Fine Cut Natural,24,1,14.0,336.0
,,,,,
799953221203,Tob Snuff Stoker Tub 12OZ 1CT (C12) | Longcut Mint,24,1,14.0,336.0
,,,,,
033300518241,Tob Snuff Superior Scotch Tc 1CT    (C12),72,1,37.0,2664.0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,